sku_id,week_start,forecast
SKU001,2026-01-05,497.5514867334123
SKU002,2026-01-05,489.0105912698368
SKU003,2026-01-05,482.96597196633155
SKU007,2026-01-05,502.64425745877855
SKU009,2026-01-05,485.8195396181542
SKU010,2026-01-05,471.3058834599627
SKU011,2026-01-05,476.3033165210408
SKU012,2026-01-05,472.017864027439
SKU013,2026-01-05,505.8998817676428
SKU014,2026-01-05,491.3116606629019
SKU015,2026-01-05,493.05127928567134
SKU017,2026-01-05,487.47763279335237
SKU018,2026-01-05,488.3851650141691
SKU019,2026-01-05,485.9859653119465
SKU020,2026-01-05,482.41959381636116
SKU021,2026-01-05,470.2935444545508
SKU023,2026-01-05,479.3510148597863
SKU024,2026-01-05,480.0864937904665
SKU025,2026-01-05,484.05025383589145
SKU026,2026-01-05,488.2636455279804
SKU027,2026-01-05,507.5965703019969
SKU029,2026-01-05,482.7052201733034
SKU030,2026-01-05,475.2874577042457
SKU031,2026-01-05,452.2688178483494
SKU032,2026-01-05,459.62123326659696
SKU033,2026-01-05,451.5210655917079
SKU034,2026-01-05,468.2108752836619
SKU035,2026-01-05,454.7257235616627
SKU036,2026-01-05,461.13910445175844
SKU037,2026-01-05,465.52570210123014
SKU038,2026-01-05,454.4438504903452
SKU039,2026-01-05,478.8414625119343
SKU041,2026-01-05,448.4980067111776
SKU042,2026-01-05,479.80521321424806
SKU043,2026-01-05,468.31157189986556
SKU044,2026-01-05,448.76784637729304
SKU045,2026-01-05,478.59820385051086
SKU046,2026-01-05,455.8359412085527
SKU047,2026-01-05,453.7419922462858
SKU048,2026-01-05,487.0550491300836
SKU050,2026-01-05,467.43904342720316
SKU052,2026-01-05,452.94675302083914
SKU053,2026-01-05,491.03038419028894
SKU054,2026-01-05,481.62759131757855
SKU056,2026-01-05,461.1040672246518
SKU057,2026-01-05,424.30274180153685
SKU058,2026-01-05,376.69389341230897
SKU059,2026-01-05,403.4714580190596
SKU060,2026-01-05,402.2406774094624
SKU061,2026-01-05,370.23433257618115
SKU063,2026-01-05,364.7411324870561
SKU064,2026-01-05,410.4801739664352
SKU065,2026-01-05,416.69083957123723
SKU066,2026-01-05,401.5264318789886
SKU069,2026-01-05,390.17879147936947
SKU070,2026-01-05,416.7500471211672
SKU072,2026-01-05,402.78614162835595
SKU073,2026-01-05,411.26059021667993
SKU074,2026-01-05,406.43079731203363
SKU075,2026-01-05,372.46638395702365
SKU076,2026-01-05,351.12870967074156
SKU077,2026-01-05,348.98971771517074
SKU078,2026-01-05,347.0734603654854
SKU080,2026-01-05,351.18658678601753
SKU081,2026-01-05,352.925415906962
SKU082,2026-01-05,351.88226103771325
SKU085,2026-01-05,353.82442524103186
SKU086,2026-01-05,351.9586827552695
SKU087,2026-01-05,377.1363994418706
SKU089,2026-01-05,380.3883729636404
SKU090,2026-01-05,353.43937886911556
SKU092,2026-01-05,345.9419066381375
SKU093,2026-01-05,343.2387412758664
SKU094,2026-01-05,330.88736763623456
SKU095,2026-01-05,346.70927865208864
SKU097,2026-01-05,334.1524009216369
SKU098,2026-01-05,346.2487689341156
SKU001,2026-01-12,472.6434835711666
SKU002,2026-01-12,462.733092414745
SKU003,2026-01-12,470.05953069742105
SKU007,2026-01-12,455.94175709158145
SKU009,2026-01-12,474.5792298959312
SKU010,2026-01-12,455.5057503869494
SKU011,2026-01-12,450.22736177432205
SKU012,2026-01-12,453.3454881902975
SKU013,2026-01-12,465.9408989591843
SKU014,2026-01-12,465.6711861032197
SKU015,2026-01-12,465.83632863668237
SKU017,2026-01-12,454.06156713384837
SKU018,2026-01-12,460.70621358149316
SKU019,2026-01-12,467.35747407896184
SKU020,2026-01-12,465.55614918556665
SKU021,2026-01-12,448.85306678243757
SKU023,2026-01-12,454.2021640520799
SKU024,2026-01-12,480.08411846345166
SKU025,2026-01-12,466.7313131472785
SKU026,2026-01-12,464.1976655060633
SKU027,2026-01-12,490.0429670939672
SKU029,2026-01-12,472.0368604995053
SKU030,2026-01-12,470.26584045286126
SKU031,2026-01-12,444.18036540384776
SKU032,2026-01-12,442.51786546684633
SKU033,2026-01-12,443.7063131156696
SKU034,2026-01-12,453.2351854927416
SKU035,2026-01-12,444.18036540384776
SKU036,2026-01-12,448.93758050418927
SKU037,2026-01-12,446.47557393234194
SKU038,2026-01-12,443.5130577612548
SKU039,2026-01-12,448.72794879935077
SKU041,2026-01-12,444.80547792540307
SKU042,2026-01-12,450.0349065608157
SKU043,2026-01-12,452.00943941760926
SKU044,2026-01-12,443.6201749772166
SKU045,2026-01-12,417.6790377627512
SKU046,2026-01-12,448.578989473776
SKU047,2026-01-12,431.17131275349965
SKU048,2026-01-12,454.5345443609668
SKU050,2026-01-12,447.3871988863212
SKU052,2026-01-12,411.3510121584643
SKU053,2026-01-12,447.08390630583125
SKU054,2026-01-12,449.76646471731675
SKU056,2026-01-12,443.8742043646634
SKU057,2026-01-12,374.4914628763261
SKU058,2026-01-12,355.05821828178034
SKU059,2026-01-12,366.87308484848893
SKU060,2026-01-12,373.85632118347837
SKU061,2026-01-12,354.2621457937177
SKU063,2026-01-12,358.9255889412982
SKU064,2026-01-12,368.575679238293
SKU065,2026-01-12,379.5223763899873
SKU066,2026-01-12,378.0049633389788
SKU069,2026-01-12,362.90432011939515
SKU070,2026-01-12,373.21580442901376
SKU072,2026-01-12,374.70992538693133
SKU073,2026-01-12,377.9426237922463
SKU074,2026-01-12,382.52824672427096
SKU075,2026-01-12,354.2311265392908
SKU076,2026-01-12,333.58360806135397
SKU077,2026-01-12,341.029830649844
SKU078,2026-01-12,332.91478164674186
SKU080,2026-01-12,333.02905331251657
SKU081,2026-01-12,333.016697831068
SKU082,2026-01-12,337.0454145011081
SKU085,2026-01-12,340.9317672077786
SKU086,2026-01-12,343.575400195248
SKU087,2026-01-12,333.97663473128074
SKU089,2026-01-12,340.84152218080976
SKU090,2026-01-12,340.8365420562296
SKU092,2026-01-12,318.3748467826165
SKU093,2026-01-12,317.77453623902585
SKU094,2026-01-12,314.46762246942
SKU095,2026-01-12,318.05023008603234
SKU097,2026-01-12,320.5568617458834
SKU098,2026-01-12,319.2830315779491
SKU001,2026-01-19,469.81693087532625
SKU002,2026-01-19,465.4541056309064
SKU003,2026-01-19,493.8736055360528
SKU007,2026-01-19,462.2445115618768
SKU009,2026-01-19,492.4937136661329
SKU010,2026-01-19,466.0064551568407
SKU011,2026-01-19,497.59696716734976
SKU012,2026-01-19,494.41920223651056
SKU013,2026-01-19,474.1014560748367
SKU014,2026-01-19,464.97792672657863
SKU015,2026-01-19,467.0329778651105
SKU017,2026-01-19,462.8362992078374
SKU018,2026-01-19,467.3698567841022
SKU019,2026-01-19,469.63375812115186
SKU020,2026-01-19,501.76164161142816
SKU021,2026-01-19,470.6063724208859
SKU023,2026-01-19,496.04390941189234
SKU024,2026-01-19,505.181597153349
SKU025,2026-01-19,474.8475960798663
SKU026,2026-01-19,462.6338509199974
SKU027,2026-01-19,487.35836766475444
SKU029,2026-01-19,476.2033769235183
SKU030,2026-01-19,500.11398175701714
SKU031,2026-01-19,490.17296593468166
SKU032,2026-01-19,467.2153704279133
SKU033,2026-01-19,462.39708767332456
SKU034,2026-01-19,464.36290164384366
SKU035,2026-01-19,461.0340834618346
SKU036,2026-01-19,469.51003517887256
SKU037,2026-01-19,464.50083047499567
SKU038,2026-01-19,461.4553872231493
SKU039,2026-01-19,465.45069316634243
SKU041,2026-01-19,463.774388154618
SKU042,2026-01-19,466.4343507410949
SKU043,2026-01-19,467.52408108318184
SKU044,2026-01-19,463.6686016144996
SKU045,2026-01-19,467.3283346111108
SKU046,2026-01-19,464.63686419966416
SKU047,2026-01-19,481.20193903709276
SKU048,2026-01-19,468.512397233651
SKU050,2026-01-19,463.8400496291957
SKU052,2026-01-19,457.4228419227176
SKU053,2026-01-19,465.1622807035861
SKU054,2026-01-19,462.54199771861806
SKU056,2026-01-19,461.35823426310196
SKU057,2026-01-19,383.5065925497149
SKU058,2026-01-19,364.1492584642635
SKU059,2026-01-19,384.6959425801522
SKU060,2026-01-19,374.6514481469781
SKU061,2026-01-19,354.60675387890035
SKU063,2026-01-19,360.934304829606
SKU064,2026-01-19,380.2758991350234
SKU065,2026-01-19,389.0033498581994
SKU066,2026-01-19,392.3272866197363
SKU069,2026-01-19,366.6234539114444
SKU070,2026-01-19,392.0510244293176
SKU072,2026-01-19,404.9253769099618
SKU073,2026-01-19,380.8601135703784
SKU074,2026-01-19,381.8336333676792
SKU075,2026-01-19,361.0825933970169
SKU076,2026-01-19,355.67865654482176
SKU077,2026-01-19,357.3271564418649
SKU078,2026-01-19,349.8574654929331
SKU080,2026-01-19,349.8574654929331
SKU081,2026-01-19,337.4412522399616
SKU082,2026-01-19,355.17697366836
SKU085,2026-01-19,349.94988405385385
SKU086,2026-01-19,334.8121794344742
SKU087,2026-01-19,355.5498198642032
SKU089,2026-01-19,347.7010154589872
SKU090,2026-01-19,326.6760221805801
SKU092,2026-01-19,334.39109379912867
SKU093,2026-01-19,326.50238527895795
SKU094,2026-01-19,335.28783952134336
SKU095,2026-01-19,334.4805675979036
SKU097,2026-01-19,325.0826265696689
SKU098,2026-01-19,321.7302608188239
SKU001,2026-01-26,456.5725090146115
SKU002,2026-01-26,448.6856907624589
SKU003,2026-01-26,462.1355671159759
SKU007,2026-01-26,455.76403913623886
SKU009,2026-01-26,495.31641616686983
SKU010,2026-01-26,453.11610568426875
SKU011,2026-01-26,493.76275512374815
SKU012,2026-01-26,454.29218570961143
SKU013,2026-01-26,452.76616552962855
SKU014,2026-01-26,454.9291919386349
SKU015,2026-01-26,456.44342065067167
SKU017,2026-01-26,456.75093187781636
SKU018,2026-01-26,456.68038639994444
SKU019,2026-01-26,456.89874622687387
SKU020,2026-01-26,458.1924647278846
SKU021,2026-01-26,459.9890421755174
SKU023,2026-01-26,458.12740569317543
SKU024,2026-01-26,475.2690247815367
SKU025,2026-01-26,453.1893959057983
SKU026,2026-01-26,485.18124246032903
SKU027,2026-01-26,456.4046596130424
SKU029,2026-01-26,455.34198117111794
SKU030,2026-01-26,454.61428793295374
SKU031,2026-01-26,454.9780831248836
SKU032,2026-01-26,450.13349683798896
SKU033,2026-01-26,454.5382817856421
SKU034,2026-01-26,449.1880266282061
SKU035,2026-01-26,453.5127358946437
SKU036,2026-01-26,450.8328614602477
SKU037,2026-01-26,454.59621715277746
SKU038,2026-01-26,438.3878880225344
SKU039,2026-01-26,447.58763405722425
SKU041,2026-01-26,450.2804994588611
SKU042,2026-01-26,452.5629622837273
SKU043,2026-01-26,451.7257262511253
SKU044,2026-01-26,454.59621715277746
SKU045,2026-01-26,443.7103781967899
SKU046,2026-01-26,451.9629466496403
SKU047,2026-01-26,429.3477128284002
SKU048,2026-01-26,453.1879733898817
SKU050,2026-01-26,451.44768271946236
SKU052,2026-01-26,433.19539087266554
SKU053,2026-01-26,449.6214192085958
SKU054,2026-01-26,452.27237316894855
SKU056,2026-01-26,457.8203163545222
SKU057,2026-01-26,367.96946899842595
SKU058,2026-01-26,358.41994148166475
SKU059,2026-01-26,358.7044373457164
SKU060,2026-01-26,363.3419011869956
SKU061,2026-01-26,351.8361421148712
SKU063,2026-01-26,348.11317095479717
SKU064,2026-01-26,357.52791589372373
SKU065,2026-01-26,361.60512005067545
SKU066,2026-01-26,370.54405496990734
SKU069,2026-01-26,357.93560029750046
SKU070,2026-01-26,368.18006628966145
SKU072,2026-01-26,378.88614427908294
SKU073,2026-01-26,357.4070390586524
SKU074,2026-01-26,357.56600691497613
SKU075,2026-01-26,358.38130942440057
SKU076,2026-01-26,339.5542093173355
SKU077,2026-01-26,340.5222531635547
SKU078,2026-01-26,340.58471948273797
SKU080,2026-01-26,349.5324797945635
SKU081,2026-01-26,357.44727163092284
SKU082,2026-01-26,339.46303067516305
SKU085,2026-01-26,341.06330132283654
SKU086,2026-01-26,346.70894378172204
SKU087,2026-01-26,342.8137112113373
SKU089,2026-01-26,337.95035440279014
SKU090,2026-01-26,321.96479518133174
SKU092,2026-01-26,316.08564709702483
SKU093,2026-01-26,313.4993413127394
SKU094,2026-01-26,314.3250337021152
SKU095,2026-01-26,319.42153182832084
SKU097,2026-01-26,317.2085114260275
SKU098,2026-01-26,316.90109881164653
SKU001,2026-02-02,468.9865430113507
SKU002,2026-02-02,469.01070011043583
SKU003,2026-02-02,468.75723277460975
SKU007,2026-02-02,471.1222712036193
SKU009,2026-02-02,471.25636387502925
SKU010,2026-02-02,467.0175439397244
SKU011,2026-02-02,479.4205774003942
SKU012,2026-02-02,476.5143007747781
